id,spec,grade,wear,temp,target_torque,speed,label,label_name,source,workstation_id,workstation_name,device_no,operator,workshop,batch_id,record_time
E1597,M12,8.8,0,-10.0,80.0,125.6,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-03 22:43:45
E1556,M24,10.9,1,20.0,520.0,167.69,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-03 22:44:29
B0921,M12,8.8,0,20.0,80.0,179.28,2,过拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-03 22:50:01
E1190,M16,10.9,1,20.0,180.0,131.31,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-03 22:50:45
E0458,M16,10.9,1,20.0,180.0,149.64,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-03 22:55:11
E0208,M24,8.8,0,-10.0,520.0,130.12,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-03 22:57:02
E0743,M20,10.9,1,20.0,320.0,176.47,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-03 22:57:03
E1510,M16,8.8,0,-10.0,180.0,118.84,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-03 22:57:07
B0396,M24,8.8,0,20.0,520.0,123.99,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-03 22:58:06
E0698,M16,10.9,1,20.0,180.0,115.9,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-03 22:58:09
B0558,M16,8.8,0,20.0,180.0,121.52,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-03 23:00:01
E0045,M12,12.9,2,50.0,80.0,110.08,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-03 23:00:01
E1186,M16,8.8,0,-10.0,180.0,170.53,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-03 23:00:21
E0942,M16,12.9,2,50.0,180.0,123.14,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-03 23:00:27
E0624,M24,12.9,2,50.0,520.0,132.37,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-03 23:07:23
E1027,M20,8.8,0,-10.0,320.0,194.78,2,过拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-03 23:11:48
B0781,M12,8.8,0,20.0,80.0,130.34,1,欠拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-03 23:12:40
E0801,M12,12.9,2,50.0,80.0,124.47,1,欠拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-03 23:13:31
E1478,M16,10.9,1,20.0,180.0,139.76,3,滑牙,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-03 23:13:35
E0516,M24,12.9,2,50.0,520.0,124.54,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-03 23:14:32
E1452,M24,12.9,2,50.0,520.0,136.45,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-03 23:16:15
E0693,M12,12.9,2,50.0,80.0,147.98,1,欠拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-03 23:17:16
E0001,M12,8.8,0,-10.0,80.0,132.76,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-03 23:17:22
E1104,M24,12.9,2,50.0,520.0,139.48,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-03 23:17:34
B0812,M24,8.8,0,20.0,520.0,122.2,1,欠拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-03 23:18:08
E0513,M12,12.9,2,50.0,80.0,129.99,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-03 23:21:34
E0434,M16,10.9,1,20.0,180.0,179.75,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-03 23:23:14
E1451,M20,10.9,1,20.0,320.0,139.11,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-03 23:24:07
E0171,M20,12.9,2,50.0,320.0,145.53,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-03 23:24:42
E0592,M24,8.8,0,-10.0,520.0,176.78,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-03 23:26:04
B1141,M12,8.8,0,20.0,80.0,139.33,4,虚拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-03 23:26:43
E1501,M12,8.8,0,-10.0,80.0,127.6,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-03 23:26:49
B0517,M12,8.8,0,20.0,80.0,132.86,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-03 23:28:39
E0615,M20,12.9,2,50.0,320.0,129.99,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-03 23:37:12
B0904,M24,8.8,0,20.0,520.0,132.89,2,过拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-03 23:39:30
E1557,M12,12.9,2,50.0,80.0,172.41,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-03 23:39:36
E1040,M24,10.9,1,20.0,520.0,183.93,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-03 23:42:32
B0375,M20,8.8,0,20.0,320.0,165.86,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-03 23:48:47
B1004,M24,8.8,0,20.0,520.0,153.73,3,滑牙,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-03 23:49:15
E0124,M24,8.8,0,-10.0,520.0,140.19,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-03 23:49:55
E0891,M20,12.9,2,50.0,320.0,149.56,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-03 23:53:21
E0175,M20,8.8,0,-10.0,320.0,176.3,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-03 23:53:32
E0552,M24,12.9,2,50.0,520.0,113.05,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-03 23:54:18
B0035,M20,8.8,0,20.0,320.0,113.84,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-03 23:55:41
E0712,M24,8.8,0,-10.0,520.0,118.2,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-03 23:56:06
E1298,M16,10.9,1,20.0,180.0,156.99,3,滑牙,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-03 23:57:44
B0565,M12,8.8,0,20.0,80.0,116.94,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-04 00:00:59
E0492,M24,12.9,2,50.0,520.0,114.5,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-04 00:03:18
E0406,M16,8.8,0,-10.0,180.0,185.65,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-04 00:04:53
E1252,M24,8.8,0,-10.0,520.0,175.43,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 00:05:56
B0362,M16,8.8,0,20.0,180.0,159.39,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-04 00:08:13
E0189,M12,12.9,2,50.0,80.0,172.43,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-04 00:08:34
B0358,M16,8.8,0,20.0,180.0,144.25,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-04 00:12:02
B0389,M12,8.8,0,20.0,80.0,157.91,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-04 00:13:03
E1271,M20,10.9,1,20.0,320.0,132.22,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-04 00:14:54
E0842,M16,10.9,1,20.0,180.0,136.68,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-04 00:15:32
E1100,M24,10.9,1,20.0,520.0,120.49,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-04 00:17:53
B0048,M24,8.8,0,20.0,520.0,166.01,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-04 00:18:16
B0364,M24,8.8,0,20.0,520.0,117.3,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 00:19:41
B0579,M20,8.8,0,20.0,320.0,164.33,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-04 00:20:07
E0861,M12,12.9,2,50.0,80.0,153.67,1,欠拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-04 00:23:20
E1246,M16,8.8,0,-10.0,180.0,163.62,3,滑牙,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-04 00:24:17
E0104,M24,10.9,1,20.0,520.0,134.35,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-04 00:29:08
E0678,M16,12.9,2,50.0,180.0,129.28,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-04 00:31:14
B0304,M24,8.8,0,20.0,520.0,138.16,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-04 00:31:24
E0357,M12,12.9,2,50.0,80.0,147.69,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-04 00:33:45
E1778,M16,10.9,1,20.0,180.0,189.06,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-04 00:33:58
E0184,M24,8.8,0,-10.0,520.0,158.56,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-04 00:35:01
B0828,M24,8.8,0,20.0,520.0,184.17,2,过拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-04 00:35:11
E0432,M24,12.9,2,50.0,520.0,111.56,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-04 00:36:20
E0271,M20,8.8,0,-10.0,320.0,115.77,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-04 00:38:27
B0095,M20,8.8,0,20.0,320.0,147.84,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-04 00:39:44
B0740,M24,8.8,0,20.0,520.0,116.5,1,欠拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-04 00:40:56
E1638,M16,12.9,2,50.0,180.0,158.38,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-04 00:43:20
B0179,M20,8.8,0,20.0,320.0,143.4,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-04 00:50:41
E0626,M16,10.9,1,20.0,180.0,183.3,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-04 00:55:05
E0115,M20,8.8,0,-10.0,320.0,158.71,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-04 00:58:56
E0228,M24,12.9,2,50.0,520.0,197.11,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-04 00:59:01
B0220,M24,8.8,0,20.0,520.0,114.87,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 00:59:14
B0592,M24,8.8,0,20.0,520.0,151.89,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-04 00:59:27
E1739,M20,10.9,1,20.0,320.0,188.2,4,虚拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-04 00:59:28
B1037,M12,8.8,0,20.0,80.0,127.16,3,滑牙,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-04 01:00:02
E1578,M16,12.9,2,50.0,180.0,179.27,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-04 01:00:54
E0006,M16,12.9,2,50.0,180.0,184.42,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-04 01:02:22
E1789,M12,8.8,0,-10.0,80.0,131.62,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-04 01:02:39
E0532,M24,8.8,0,-10.0,520.0,152.76,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 01:05:09
B0345,M12,8.8,0,20.0,80.0,177.08,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-04 01:11:53
B0067,M20,8.8,0,20.0,320.0,179.68,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-04 01:11:54
E1087,M20,8.8,0,-10.0,320.0,150.09,2,过拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-04 01:14:21
E0868,M24,8.8,0,-10.0,520.0,122.05,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 01:18:36
B1108,M24,8.8,0,20.0,520.0,148.56,4,虚拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 01:18:41
E0087,M20,12.9,2,50.0,320.0,180.8,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-04 01:21:46
B0202,M16,8.8,0,20.0,180.0,175.63,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-04 01:25:04
E0190,M16,8.8,0,-10.0,180.0,165.49,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-04 01:27:09
E0369,M12,12.9,2,50.0,80.0,165.98,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-04 01:28:44
B0843,M20,8.8,0,20.0,320.0,161.37,2,过拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-04 01:28:45
B1154,M16,8.8,0,20.0,180.0,146.8,4,虚拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-04 01:29:15
E1493,M12,10.9,1,20.0,80.0,160.02,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-04 01:31:31
E0914,M16,10.9,1,20.0,180.0,147.4,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-04 01:32:36
B0840,M24,8.8,0,20.0,520.0,157.75,2,过拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-04 01:33:57
E1585,M12,8.8,0,-10.0,80.0,149.48,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-04 01:38:08
E1694,M16,10.9,1,20.0,180.0,125.5,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-04 01:41:46
E0508,M24,8.8,0,-10.0,520.0,166.55,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 01:42:21
E0964,M24,8.8,0,-10.0,520.0,131.83,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 01:42:44
E0901,M12,8.8,0,-10.0,80.0,127.05,2,过拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-04 01:45:04
E1433,M12,10.9,1,20.0,80.0,110.57,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-04 01:46:00
B0943,M20,8.8,0,20.0,320.0,147.38,2,过拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-04 01:47:15
E0307,M20,8.8,0,-10.0,320.0,153.32,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-04 01:49:13
E0913,M12,8.8,0,-10.0,80.0,195.33,2,过拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-04 01:50:09
B0529,M12,8.8,0,20.0,80.0,120.67,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-04 01:53:57
E0154,M16,8.8,0,-10.0,180.0,170.82,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-04 01:54:05
E0751,M20,8.8,0,-10.0,320.0,169.03,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-04 01:54:38
E1105,M12,8.8,0,-10.0,80.0,144.62,2,过拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-04 01:55:57
E1596,M24,12.9,2,50.0,520.0,147.67,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-04 01:56:01
E1331,M20,10.9,1,20.0,320.0,123.24,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-04 01:56:05
B0324,M24,8.8,0,20.0,520.0,119.83,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-04 01:57:10
B0642,M16,8.8,0,20.0,180.0,175.27,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-04 01:58:37
E0748,M24,8.8,0,-10.0,520.0,188.72,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 02:00:47
B1170,M16,8.8,0,20.0,180.0,114.16,4,虚拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-04 02:02:53
B0153,M12,8.8,0,20.0,80.0,143.8,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-04 02:04:15
E1183,M20,8.8,0,-10.0,320.0,173.08,2,过拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-04 02:05:15
B0804,M24,8.8,0,20.0,520.0,169.4,1,欠拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-04 02:07:40
E0364,M24,8.8,0,-10.0,520.0,164.28,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 02:09:11
E0330,M16,12.9,2,50.0,180.0,156.7,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-04 02:09:18
B1103,M20,8.8,0,20.0,320.0,115.87,4,虚拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-04 02:09:46
B0669,M12,8.8,0,20.0,80.0,172.08,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-04 02:09:49
E0505,M12,8.8,0,-10.0,80.0,141.16,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-04 02:14:00
B0715,M20,8.8,0,20.0,320.0,184.35,1,欠拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-04 02:14:54
B1081,M12,8.8,0,20.0,80.0,142.18,4,虚拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-04 02:15:58
B0969,M12,8.8,0,20.0,80.0,192.15,3,滑牙,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-04 02:16:22
E0772,M24,8.8,0,-10.0,520.0,134.81,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 02:17:16
B0530,M16,8.8,0,20.0,180.0,143.63,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-04 02:18:35
B1006,M16,8.8,0,20.0,180.0,184.15,3,滑牙,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-04 02:18:58
E1425,M12,12.9,2,50.0,80.0,130.35,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-04 02:20:06
B0733,M12,8.8,0,20.0,80.0,171.6,1,欠拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-04 02:21:24
E1761,M12,12.9,2,50.0,80.0,123.63,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-04 02:21:51
E0814,M16,8.8,0,-10.0,180.0,152.81,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-04 02:22:24
B0061,M12,8.8,0,20.0,80.0,182.61,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-04 02:25:19
E1631,M20,10.9,1,20.0,320.0,160.35,4,虚拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-04 02:26:56
B0527,M20,8.8,0,20.0,320.0,163.3,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-04 02:28:55
E0790,M16,8.8,0,-10.0,180.0,127.02,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-04 02:30:44
E0966,M16,12.9,2,50.0,180.0,141.2,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-04 02:31:08
E1424,M24,10.9,1,20.0,520.0,172.41,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-04 02:31:14
E0423,M20,12.9,2,50.0,320.0,117.93,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-04 02:32:23
E0479,M20,10.9,1,20.0,320.0,136.84,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-04 02:32:39
E0062,M16,10.9,1,20.0,180.0,169.47,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-04 02:34:42
B0452,M24,8.8,0,20.0,520.0,162.97,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-04 02:35:10
B0586,M16,8.8,0,20.0,180.0,167.63,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-04 02:35:19
E1333,M12,8.8,0,-10.0,80.0,129.77,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-04 02:35:44
B0264,M24,8.8,0,20.0,520.0,119.86,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-04 02:36:31
B1067,M20,8.8,0,20.0,320.0,149.34,3,滑牙,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-04 02:38:48
B0577,M12,8.8,0,20.0,80.0,116.38,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-04 02:39:31
B0499,M20,8.8,0,20.0,320.0,165.84,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-04 02:42:21
B0024,M24,8.8,0,20.0,520.0,130.02,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-04 02:43:37
E1370,M16,10.9,1,20.0,180.0,140.86,3,滑牙,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-04 02:43:38
B1182,M16,8.8,0,20.0,180.0,193.44,4,虚拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-04 02:46:37
B0421,M12,8.8,0,20.0,80.0,176.41,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-04 02:46:48
E1412,M24,10.9,1,20.0,520.0,115.73,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-04 02:46:49
B0438,M16,8.8,0,20.0,180.0,134.36,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-04 02:47:04
B0862,M16,8.8,0,20.0,180.0,179.12,2,过拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-04 02:48:04
E1293,M12,12.9,2,50.0,80.0,119.68,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-04 02:54:44
E1300,M24,8.8,0,-10.0,520.0,157.17,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 02:56:09
E0316,M24,8.8,0,-10.0,520.0,129.95,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 02:59:15
E1662,M16,12.9,2,50.0,180.0,144.48,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-04 03:00:33
E1213,M12,8.8,0,-10.0,80.0,159.53,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-04 03:01:44
E1475,M20,10.9,1,20.0,320.0,131.44,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-04 03:02:18
B0722,M16,8.8,0,20.0,180.0,122.35,1,欠拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-04 03:02:56
E0551,M20,10.9,1,20.0,320.0,123.53,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-04 03:03:04
B0693,M12,8.8,0,20.0,80.0,141.32,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-04 03:03:31
B1143,M20,8.8,0,20.0,320.0,131.89,4,虚拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-04 03:03:37
E1533,M12,12.9,2,50.0,80.0,193.45,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-04 03:04:01
E0073,M12,8.8,0,-10.0,80.0,152.9,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-04 03:04:21
E0777,M12,12.9,2,50.0,80.0,170.14,1,欠拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-04 03:05:23
E1372,M24,8.8,0,-10.0,520.0,118.8,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-04 03:09:36
